,決算年度,団体コード ,団体名,表番号,行番号,行名称,001:決算額
5271,1999,440001,大分県,5,4,地方交付税,226108540
5272,1999,450006,宮崎県,5,4,地方交付税,226814455
5273,1999,460001,鹿児島県,5,4,地方交付税,313747683
5274,1999,470007,沖縄県,5,4,地方交付税,229321317
5275,1999,合計(全国),,5,4,地方交付税,11132307985
5276,1999,10006,北海道,5,13,国庫支出金,699018673
5277,1999,20001,青森県,5,13,国庫支出金,203832552
5278,1999,30007,岩手県,5,13,国庫支出金,199826760
5279,1999,40002,宮城県,5,13,国庫支出金,174869390
5280,1999,50008,秋田県,5,13,国庫支出金,170461830
5281,1999,60003,山形県,5,13,国庫支出金,143311352
5282,1999,70009,福島県,5,13,国庫支出金,238269719
5283,1999,80004,茨城県,5,13,国庫支出金,199809755
5284,1999,90000,栃木県,5,13,国庫支出金,177433476
5285,1999,100005,群馬県,5,13,国庫支出金,158301492
5286,1999,110001,埼玉県,5,13,国庫支出金,301460667
5287,1999,120006,千葉県,5,13,国庫支出金,280125681
5288,1999,130001,東京都,5,13,国庫支出金,560927456
5289,1999,140007,神奈川県,5,13,国庫支出金,292048574
5290,1999,150002,新潟県,5,13,国庫支出金,329603280
5291,1999,160008,富山県,5,13,国庫支出金,126823167
5292,1999,170003,石川県,5,13,国庫支出金,141618516
5293,1999,180009,福井県,5,13,国庫支出金,117214761
5294,1999,190004,山梨県,5,13,国庫支出金,113867968
5295,1999,200000,長野県,5,13,国庫支出金,232950631
5296,1999,210005,岐阜県,5,13,国庫支出金,185843928
5297,1999,220001,静岡県,5,13,国庫支出金,233485028
5298,1999,230006,愛知県,5,13,国庫支出金,326364597
5299,1999,240001,三重県,5,13,国庫支出金,154392117
5300,1999,250007,滋賀県,5,13,国庫支出金,101258515
5301,1999,260002,京都府,5,13,国庫支出金,144508297
5302,1999,270008,大阪府,5,13,国庫支出金,401028833
5303,1999,280003,兵庫県,5,13,国庫支出金,364076722
5304,1999,290009,奈良県,5,13,国庫支出金,109300006
5305,1999,300004,和歌山県,5,13,国庫支出金,122333596
5306,1999,310000,鳥取県,5,13,国庫支出金,96368346
5307,1999,320005,島根県,5,13,国庫支出金,162787265
5308,1999,330001,岡山県,5,13,国庫支出金,160576634
5309,1999,340006,広島県,5,13,国庫支出金,249094131
5310,1999,350001,山口県,5,13,国庫支出金,176246111
5311,1999,360007,徳島県,5,13,国庫支出金,129183818
5312,1999,370002,香川県,5,13,国庫支出金,80024760
5313,1999,380008,愛媛県,5,13,国庫支出金,146463130
5314,1999,390003,高知県,5,13,国庫支出金,153817352
5315,1999,400009,福岡県,5,13,国庫支出金,308939994
5316,1999,410004,佐賀県,5,13,国庫支出金,112330894
5317,1999,420000,長崎県,5,13,国庫支出金,215170163
5318,1999,430005,熊本県,5,13,国庫支出金,195911349
5319,1999,440001,大分県,5,13,国庫支出金,167529126
5320,1999,450006,宮崎県,5,13,国庫支出金,157016669
5321,1999,460001,鹿児島県,5,13,国庫支出金,284846677
5322,1999,470007,沖縄県,5,13,国庫支出金,253205010
5323,1999,合計(全国),,5,13,国庫支出金,10053878768
5324,1999,10006,北海道,5,25,（歳入合計）,3354609540
5325,1999,20001,青森県,5,25,（歳入合計）,922295842
5326,1999,30007,岩手県,5,25,（歳入合計）,925683636
5327,1999,40002,宮城県,5,25,（歳入合計）,872617086
5328,1999,50008,秋田県,5,25,（歳入合計）,796808882
5329,1999,60003,山形県,5,25,（歳入合計）,718094315
5330,1999,70009,福島県,5,25,（歳入合計）,1040020937
5331,1999,80004,茨城県,5,25,（歳入合計）,1107679187
5332,1999,90000,栃木県,5,25,（歳入合計）,853460774
5333,1999,100005,群馬県,5,25,（歳入合計）,821569893
5334,1999,110001,埼玉県,5,25,（歳入合計）,1742663601
5335,1999,120006,千葉県,5,25,（歳入合計）,1481120394
5336,1999,130001,東京都,5,25,（歳入合計）,5648717586
5337,1999,140007,神奈川県,5,25,（歳入合計）,1639344025
5338,1999,150002,新潟県,5,25,（歳入合計）,1354111745
5339,1999,160008,富山県,5,25,（歳入合計）,652240269
5340,1999,170003,石川県,5,25,（歳入合計）,676977683
5341,1999,180009,福井県,5,25,（歳入合計）,565603940
5342,1999,190004,山梨県,5,25,（歳入合計）,531170688
5343,1999,200000,長野県,5,25,（歳入合計）,1067272682
5344,1999,210005,岐阜県,5,25,（歳入合計）,888685036
5345,1999,220001,静岡県,5,25,（歳入合計）,1314222241
5346,1999,230006,愛知県,5,25,（歳入合計）,2016637564
5347,1999,240001,三重県,5,25,（歳入合計）,811226848
5348,1999,250007,滋賀県,5,25,（歳入合計）,606801324
5349,1999,260002,京都府,5,25,（歳入合計）,839299104
5350,1999,270008,大阪府,5,25,（歳入合計）,2478289090
5351,1999,280003,兵庫県,5,25,（歳入合計）,2124998326
5352,1999,290009,奈良県,5,25,（歳入合計）,556667315
5353,1999,300004,和歌山県,5,25,（歳入合計）,615342526
5354,1999,310000,鳥取県,5,25,（歳入合計）,462107425
5355,1999,320005,島根県,5,25,（歳入合計）,718100221
5356,1999,330001,岡山県,5,25,（歳入合計）,819189769
5357,1999,340006,広島県,5,25,（歳入合計）,1115254415
5358,1999,350001,山口県,5,25,（歳入合計）,851688448
5359,1999,360007,徳島県,5,25,（歳入合計）,612049355
5360,1999,370002,香川県,5,25,（歳入合計）,530338979
5361,1999,380008,愛媛県,5,25,（歳入合計）,745622481
5362,1999,390003,高知県,5,25,（歳入合計）,655867148
5363,1999,400009,福岡県,5,25,（歳入合計）,1486726965
5364,1999,410004,佐賀県,5,25,（歳入合計）,519463658
5365,1999,420000,長崎県,5,25,（歳入合計）,866490600
5366,1999,430005,熊本県,5,25,（歳入合計）,880526282
5367,1999,440001,大分県,5,25,（歳入合計）,736223246
5368,1999,450006,宮崎県,5,25,（歳入合計）,689313845
5369,1999,460001,鹿児島県,5,25,（歳入合計）,1066988791
5370,1999,470007,沖縄県,5,25,（歳入合計）,686338359
5371,1999,合計(全国),,5,25,（歳入合計）,52466522066
5372,1989,10006,北海道,5,1,地方税,460027554
5373,1989,20001,青森県,5,1,地方税,84299811
5374,1989,30007,岩手県,5,1,地方税,88349905
5375,1989,40002,宮城県,5,1,地方税,198383997
5376,1989,50008,秋田県,5,1,地方税,74154517
5377,1989,60003,山形県,5,1,地方税,83954973
5378,1989,70009,福島県,5,1,地方税,186035833
5379,1989,80004,茨城県,5,1,地方税,273473234
5380,1989,90000,栃木県,5,1,地方税,200899679
5381,1989,100005,群馬県,5,1,地方税,190943275
5382,1989,110001,埼玉県,5,1,地方税,569676749
5383,1989,120006,千葉県,5,1,地方税,512161215
5384,1989,130001,東京都,5,1,地方税,3955476315
5385,1989,140007,神奈川県,5,1,地方税,956074266
5386,1989,150002,新潟県,5,1,地方税,216249675
5387,1989,160008,富山県,5,1,地方税,116996933
5388,1989,170003,石川県,5,1,地方税,111531309
5389,1989,180009,福井県,5,1,地方税,94721936
5390,1989,190004,山梨県,5,1,地方税,82559862
5391,1989,200000,長野県,5,1,地方税,205159954
5392,1989,210005,岐阜県,5,1,地方税,197584229
5393,1989,220001,静岡県,5,1,地方税,426501615
5394,1989,230006,愛知県,5,1,地方税,985845406
5395,1989,240001,三重県,5,1,地方税,185414440
5396,1989,250007,滋賀県,5,1,地方税,130223597
5397,1989,260002,京都府,5,1,地方税,281935665
5398,1989,270008,大阪府,5,1,地方税,1323277690
5399,1989,280003,兵庫県,5,1,地方税,560768377
5400,1989,290009,奈良県,5,1,地方税,101815312
5401,1989,300004,和歌山県,5,1,地方税,85816251
5402,1989,310000,鳥取県,5,1,地方税,42822858
5403,1989,320005,島根県,5,1,地方税,55076658
5404,1989,330001,岡山県,5,1,地方税,176278527
5405,1989,340006,広島県,5,1,地方税,274850147
5406,1989,350001,山口県,5,1,地方税,141050547
5407,1989,360007,徳島県,5,1,地方税,61042095
5408,1989,370002,香川県,5,1,地方税,98079655
5409,1989,380008,愛媛県,5,1,地方税,109499124
5410,1989,390003,高知県,5,1,地方税,49897740
5411,1989,400009,福岡県,5,1,地方税,397591398
5412,1989,410004,佐賀県,5,1,地方税,60057333
5413,1989,420000,長崎県,5,1,地方税,86801525
5414,1989,430005,熊本県,5,1,地方税,114050128
5415,1989,440001,大分県,5,1,地方税,80960206
5416,1989,450006,宮崎県,5,1,地方税,68582116
5417,1989,460001,鹿児島県,5,1,地方税,106558678
5418,1989,470007,沖縄県,5,1,地方税,62259144
5419,1989,合計(全国),,5,1,地方税,14925771453
5420,1989,10006,北海道,5,3,地方交付税,727249287
5421,1989,20001,青森県,5,3,地方交付税,236405451
5422,1989,30007,岩手県,5,3,地方交付税,224054151
5423,1989,40002,宮城県,5,3,地方交付税,174497144
5424,1989,50008,秋田県,5,3,地方交付税,202750712
5425,1989,60003,山形県,5,3,地方交付税,183966574
5426,1989,70009,福島県,5,3,地方交付税,204612184
5427,1989,80004,茨城県,5,3,地方交付税,150783052
5428,1989,90000,栃木県,5,3,地方交付税,113234946
5429,1989,100005,群馬県,5,3,地方交付税,113129039
5430,1989,110001,埼玉県,5,3,地方交付税,119423720
5431,1989,120006,千葉県,5,3,地方交付税,143664548
5432,1989,130001,東京都,5,3,地方交付税,0
5433,1989,140007,神奈川県,5,3,地方交付税,13793
5434,1989,150002,新潟県,5,3,地方交付税,277814499
5435,1989,160008,富山県,5,3,地方交付税,129119333
5436,1989,170003,石川県,5,3,地方交付税,113263638
5437,1989,180009,福井県,5,3,地方交付税,104046474
5438,1989,190004,山梨県,5,3,地方交付税,107066281
5439,1989,200000,長野県,5,3,地方交付税,189474365
5440,1989,210005,岐阜県,5,3,地方交付税,140968048
5441,1989,220001,静岡県,5,3,地方交付税,91065100
5442,1989,230006,愛知県,5,3,地方交付税,0
5443,1989,240001,三重県,5,3,地方交付税,112970301
5444,1989,250007,滋賀県,5,3,地方交付税,92996712
5445,1989,260002,京都府,5,3,地方交付税,96800920
5446,1989,270008,大阪府,5,3,地方交付税,0
5447,1989,280003,兵庫県,5,3,地方交付税,192757782
5448,1989,290009,奈良県,5,3,地方交付税,108346906
5449,1989,300004,和歌山県,5,3,地方交付税,133730267
5450,1989,310000,鳥取県,5,3,地方交付税,117884231
5451,1989,320005,島根県,5,3,地方交付税,164648223
5452,1989,330001,岡山県,5,3,地方交付税,153685190
5453,1989,340006,広島県,5,3,地方交付税,174514433
5454,1989,350001,山口県,5,3,地方交付税,153459979
5455,1989,360007,徳島県,5,3,地方交付税,135919979
5456,1989,370002,香川県,5,3,地方交付税,91674179
5457,1989,380008,愛媛県,5,3,地方交付税,165071599
5458,1989,390003,高知県,5,3,地方交付税,166550952
5459,1989,400009,福岡県,5,3,地方交付税,259878639
5460,1989,410004,佐賀県,5,3,地方交付税,137815591
5461,1989,420000,長崎県,5,3,地方交付税,205764762
5462,1989,430005,熊本県,5,3,地方交付税,208131888
5463,1989,440001,大分県,5,3,地方交付税,171533060
5464,1989,450006,宮崎県,5,3,地方交付税,177353483
5465,1989,460001,鹿児島県,5,3,地方交付税,240172993
5466,1989,470007,沖縄県,5,3,地方交付税,150254087
5467,1989,合計(全国),,5,3,地方交付税,7358518495
5468,1989,10006,北海道,5,12,国庫支出金,526837100
5469,1989,20001,青森県,5,12,国庫支出金,144684226
5470,1989,30007,岩手県,5,12,国庫支出金,148268807
5471,1989,40002,宮城県,5,12,国庫支出金,133558607
5472,1989,50008,秋田県,5,12,国庫支出金,118926867
5473,1989,60003,山形県,5,12,国庫支出金,116324363
5474,1989,70009,福島県,5,12,国庫支出金,174678868
5475,1989,80004,茨城県,5,12,国庫支出金,149928661
5476,1989,90000,栃木県,5,12,国庫支出金,105977683
5477,1989,100005,群馬県,5,12,国庫支出金,110901309
5478,1989,110001,埼玉県,5,12,国庫支出金,200385094
5479,1989,120006,千葉県,5,12,国庫支出金,201153383
5480,1989,130001,東京都,5,12,国庫支出金,370885179
5481,1989,140007,神奈川県,5,12,国庫支出金,186136751
5482,1989,150002,新潟県,5,12,国庫支出金,217602029
5483,1989,160008,富山県,5,12,国庫支出金,86200758
5484,1989,170003,石川県,5,12,国庫支出金,84991101
5485,1989,180009,福井県,5,12,国庫支出金,78536314
5486,1989,190004,山梨県,5,12,国庫支出金,69855837
5487,1989,200000,長野県,5,12,国庫支出金,154091247
5488,1989,210005,岐阜県,5,12,国庫支出金,129415495
5489,1989,220001,静岡県,5,12,国庫支出金,167208006
5490,1989,230006,愛知県,5,12,国庫支出金,221263340
5491,1989,240001,三重県,5,12,国庫支出金,108199588
5492,1989,250007,滋賀県,5,12,国庫支出金,70475070
5493,1989,260002,京都府,5,12,国庫支出金,103778747
5494,1989,270008,大阪府,5,12,国庫支出金,257526788
5495,1989,280003,兵庫県,5,12,国庫支出金,226630769
5496,1989,290009,奈良県,5,12,国庫支出金,75033975
5497,1989,300004,和歌山県,5,12,国庫支出金,85328110
5498,1989,310000,鳥取県,5,12,国庫支出金,69105392
5499,1989,320005,島根県,5,12,国庫支出金,122642859
5500,1989,330001,岡山県,5,12,国庫支出金,114947620
5501,1989,340006,広島県,5,12,国庫支出金,172477953
5502,1989,350001,山口県,5,12,国庫支出金,112311655
5503,1989,360007,徳島県,5,12,国庫支出金,85089476
5504,1989,370002,香川県,5,12,国庫支出金,64567620
5505,1989,380008,愛媛県,5,12,国庫支出金,111169070
5506,1989,390003,高知県,5,12,国庫支出金,102851617
5507,1989,400009,福岡県,5,12,国庫支出金,240487911
5508,1989,410004,佐賀県,5,12,国庫支出金,83375770
5509,1989,420000,長崎県,5,12,国庫支出金,154085946
5510,1989,430005,熊本県,5,12,国庫支出金,156606197
5511,1989,440001,大分県,5,12,国庫支出金,117652727
5512,1989,450006,宮崎県,5,12,国庫支出金,117428462
5513,1989,460001,鹿児島県,5,12,国庫支出金,205859705
5514,1989,470007,沖縄県,5,12,国庫支出金,146877814
5515,1989,合計(全国),,5,12,国庫支出金,7002321866
5516,1989,10006,北海道,5,23,（歳入合計）,2311968668
5517,1989,20001,青森県,5,23,（歳入合計）,601638601
5518,1989,30007,岩手県,5,23,（歳入合計）,606605681
5519,1989,40002,宮城県,5,23,（歳入合計）,669177730
5520,1989,50008,秋田県,5,23,（歳入合計）,545672278
5521,1989,60003,山形県,5,23,（歳入合計）,531085455
5522,1989,70009,福島県,5,23,（歳入合計）,750197952
5523,1989,80004,茨城県,5,23,（歳入合計）,764122219
5524,1989,90000,栃木県,5,23,（歳入合計）,566598844
5525,1989,100005,群馬県,5,23,（歳入合計）,567067988
5526,1989,110001,埼玉県,5,23,（歳入合計）,1175308015
5527,1989,120006,千葉県,5,23,（歳入合計）,1177079105
5528,1989,130001,東京都,5,23,（歳入合計）,5427346651
5529,1989,140007,神奈川県,5,23,（歳入合計）,1431646837
5530,1989,150002,新潟県,5,23,（歳入合計）,940185463
5531,1989,160008,富山県,5,23,（歳入合計）,471770585
5532,1989,170003,石川県,5,23,（歳入合計）,435848825
5533,1989,180009,福井県,5,23,（歳入合計）,376126397
5534,1989,190004,山梨県,5,23,（歳入合計）,359147161
5535,1989,200000,長野県,5,23,（歳入合計）,768961660
5536,1989,210005,岐阜県,5,23,（歳入合計）,616272631
5537,1989,220001,静岡県,5,23,（歳入合計）,940329727
5538,1989,230006,愛知県,5,23,（歳入合計）,1582893285
5539,1989,240001,三重県,5,23,（歳入合計）,540571752
5540,1989,250007,滋賀県,5,23,（歳入合計）,409108901
5541,1989,260002,京都府,5,23,（歳入合計）,626560797
5542,1989,270008,大阪府,5,23,（歳入合計）,2030681219
5543,1989,280003,兵庫県,5,23,（歳入合計）,1311364500
5544,1989,290009,奈良県,5,23,（歳入合計）,407042383
5545,1989,300004,和歌山県,5,23,（歳入合計）,423057867
5546,1989,310000,鳥取県,5,23,（歳入合計）,309005359
5547,1989,320005,島根県,5,23,（歳入合計）,458587661
5548,1989,330001,岡山県,5,23,（歳入合計）,618146888
5549,1989,340006,広島県,5,23,（歳入合計）,830805656
5550,1989,350001,山口県,5,23,（歳入合計）,551465153
5551,1989,360007,徳島県,5,23,（歳入合計）,418192284
5552,1989,370002,香川県,5,23,（歳入合計）,359875235
5553,1989,380008,愛媛県,5,23,（歳入合計）,504039289
5554,1989,390003,高知県,5,23,（歳入合計）,450448070
5555,1989,400009,福岡県,5,23,（歳入合計）,1151417299
5556,1989,410004,佐賀県,5,23,（歳入合計）,374112138
5557,1989,420000,長崎県,5,23,（歳入合計）,591311459
5558,1989,430005,熊本県,5,23,（歳入合計）,651323689
5559,1989,440001,大分県,5,23,（歳入合計）,483801782
5560,1989,450006,宮崎県,5,23,（歳入合計）,462446860
5561,1989,460001,鹿児島県,5,23,（歳入合計）,720145151
5562,1989,470007,沖縄県,5,23,（歳入合計）,467667226
5563,1989,合計(全国),,5,23,（歳入合計）,38768230376
5564,2010,10006,北海道,5,1,地方税,468777304
5565,2010,20001,青森県,5,1,地方税,121827871
5566,2010,30007,岩手県,5,1,地方税,100066120
5567,2010,40002,宮城県,5,1,地方税,203847832
5568,2010,50008,秋田県,5,1,地方税,78700394
5569,2010,60003,山形県,5,1,地方税,87640168
5570,2010,70009,福島県,5,1,地方税,173099130
5571,2010,80004,茨城県,5,1,地方税,289791656
5572,2010,90000,栃木県,5,1,地方税,199099444
5573,2010,100005,群馬県,5,1,地方税,186791804
5574,2010,110001,埼玉県,5,1,地方税,620094558
5575,2010,120006,千葉県,5,1,地方税,564821387
5576,2010,130001,東京都,5,1,地方税,3106547276
5577,2010,140007,神奈川県,5,1,地方税,879843263
5578,2010,150002,新潟県,5,1,地方税,198989059
5579,2010,160008,富山県,5,1,地方税,102816937
5580,2010,170003,石川県,5,1,地方税,108827379
5581,2010,180009,福井県,5,1,地方税,85740717
5582,2010,190004,山梨県,5,1,地方税,81212200
5583,2010,200000,長野県,5,1,地方税,186284202
5584,2010,210005,岐阜県,5,1,地方税,184234422
5585,2010,220001,静岡県,5,1,地方税,371393987
5586,2010,230006,愛知県,5,1,地方税,814711745
5587,2010,240001,三重県,5,1,地方税,181940363
5588,2010,250007,滋賀県,5,1,地方税,133193826
5589,2010,260002,京都府,5,1,地方税,227657016
5590,2010,270008,大阪府,5,1,地方税,855869438
5591,2010,280003,兵庫県,5,1,地方税,500973329
5592,2010,290009,奈良県,5,1,地方税,104566754
5593,2010,300004,和歌山県,5,1,地方税,74331193
5594,2010,310000,鳥取県,5,1,地方税,44594279
5595,2010,320005,島根県,5,1,地方税,55046654
5596,2010,330001,岡山県,5,1,地方税,165218420
5597,2010,340006,広島県,5,1,地方税,260329497
5598,2010,350001,山口県,5,1,地方税,125182901
5599,2010,360007,徳島県,5,1,地方税,66727727
5600,2010,370002,香川県,5,1,地方税,93588081
5601,2010,380008,愛媛県,5,1,地方税,116776281
5602,2010,390003,高知県,5,1,地方税,52702592
5603,2010,400009,福岡県,5,1,地方税,421938519
5604,2010,410004,佐賀県,5,1,地方税,69832511
5605,2010,420000,長崎県,5,1,地方税,95741674
5606,2010,430005,熊本県,5,1,地方税,131544357
5607,2010,440001,大分県,5,1,地方税,92638772
5608,2010,450006,宮崎県,5,1,地方税,81364340
5609,2010,460001,鹿児島県,5,1,地方税,119290048
5610,2010,470007,沖縄県,5,1,地方税,88632646
5611,2010,合計(全国),,5,1,地方税,13374840073
5612,2010,10006,北海道,5,5,地方交付税,698614274
5613,2010,20001,青森県,5,5,地方交付税,220266564
5614,2010,30007,岩手県,5,5,地方交付税,227554078
5615,2010,40002,宮城県,5,5,地方交付税,180054620
5616,2010,50008,秋田県,5,5,地方交付税,195814264
5617,2010,60003,山形県,5,5,地方交付税,183407441
5618,2010,70009,福島県,5,5,地方交付税,220292357
5619,2010,80004,茨城県,5,5,地方交付税,179512598
5620,2010,90000,栃木県,5,5,地方交付税,140840964
5621,2010,100005,群馬県,5,5,地方交付税,141058766
5622,2010,110001,埼玉県,5,5,地方交付税,209273526
5623,2010,120006,千葉県,5,5,地方交付税,170478540
5624,2010,130001,東京都,5,5,地方交付税,0
5625,2010,140007,神奈川県,5,5,地方交付税,92517479
5626,2010,150002,新潟県,5,5,地方交付税,297776376
5627,2010,160008,富山県,5,5,地方交付税,125206119
5628,2010,170003,石川県,5,5,地方交付税,130007146
5629,2010,180009,福井県,5,5,地方交付税,123397890
5630,2010,190004,山梨県,5,5,地方交付税,128303982
5631,2010,200000,長野県,5,5,地方交付税,228757904
5632,2010,210005,岐阜県,5,5,地方交付税,179023022
5633,2010,220001,静岡県,5,5,地方交付税,168276791
5634,2010,230006,愛知県,5,5,地方交付税,57781635
5635,2010,240001,三重県,5,5,地方交付税,145125875
5636,2010,250007,滋賀県,5,5,地方交付税,110809905
5637,2010,260002,京都府,5,5,地方交付税,158433163
5638,2010,270008,大阪府,5,5,地方交付税,299453435
5639,2010,280003,兵庫県,5,5,地方交付税,321893301
5640,2010,290009,奈良県,5,5,地方交付税,143776450
5641,2010,300004,和歌山県,5,5,地方交付税,157267144
5642,2010,310000,鳥取県,5,5,地方交付税,125008332
5643,2010,320005,島根県,5,5,地方交付税,175092224
5644,2010,330001,岡山県,5,5,地方交付税,165429544
5645,2010,340006,広島県,5,5,地方交付税,193158183
5646,2010,350001,山口県,5,5,地方交付税,172125721
5647,2010,360007,徳島県,5,5,地方交付税,145290576
5648,2010,370002,香川県,5,5,地方交付税,104714690
5649,2010,380008,愛媛県,5,5,地方交付税,170496333
5650,2010,390003,高知県,5,5,地方交付税,166744480
5651,2010,400009,福岡県,5,5,地方交付税,283684747
5652,2010,410004,佐賀県,5,5,地方交付税,137311573
5653,2010,420000,長崎県,5,5,地方交付税,219668930
5654,2010,430005,熊本県,5,5,地方交付税,224174303
5655,2010,440001,大分県,5,5,地方交付税,169901731
5656,2010,450006,宮崎県,5,5,地方交付税,193589186
5657,2010,460001,鹿児島県,5,5,地方交付税,281456703
5658,2010,470007,沖縄県,5,5,地方交付税,203641371
5659,2010,合計(全国),,5,5,地方交付税,8766464236
5660,2010,10006,北海道,5,14,国庫支出金,366879730
5661,2010,20001,青森県,5,14,国庫支出金,122436711
5662,2010,30007,岩手県,5,14,国庫支出金,106094997
5663,2010,40002,宮城県,5,14,国庫支出金,103971262
5664,2010,50008,秋田県,5,14,国庫支出金,81518181
5665,2010,60003,山形県,5,14,国庫支出金,72706982
5666,2010,70009,福島県,5,14,国庫支出金,124091679
5667,2010,80004,茨城県,5,14,国庫支出金,133269123
5668,2010,90000,栃木県,5,14,国庫支出金,99220971
5669,2010,100005,群馬県,5,14,国庫支出金,99880369
5670,2010,110001,埼玉県,5,14,国庫支出金,189237072
5671,2010,120006,千葉県,5,14,国庫支出金,188866957
5672,2010,130001,東京都,5,14,国庫支出金,452847467
5673,2010,140007,神奈川県,5,14,国庫支出金,204727076
5674,2010,150002,新潟県,5,14,国庫支出金,153056894
5675,2010,160008,富山県,5,14,国庫支出金,66752251
5676,2010,170003,石川県,5,14,国庫支出金,78193335
5677,2010,180009,福井県,5,14,国庫支出金,71612285
5678,2010,190004,山梨県,5,14,国庫支出金,68210022
5679,2010,200000,長野県,5,14,国庫支出金,117934742
5680,2010,210005,岐阜県,5,14,国庫支出金,104791718
5681,2010,220001,静岡県,5,14,国庫支出金,151488384
5682,2010,230006,愛知県,5,14,国庫支出金,225777171
5683,2010,240001,三重県,5,14,国庫支出金,91412884
5684,2010,250007,滋賀県,5,14,国庫支出金,64567684
5685,2010,260002,京都府,5,14,国庫支出金,101920347
5686,2010,270008,大阪府,5,14,国庫支出金,287306773
5687,2010,280003,兵庫県,5,14,国庫支出金,228174111
5688,2010,290009,奈良県,5,14,国庫支出金,72789221
5689,2010,300004,和歌山県,5,14,国庫支出金,85840992
5690,2010,310000,鳥取県,5,14,国庫支出金,63986540
5691,2010,320005,島根県,5,14,国庫支出金,96179622
5692,2010,330001,岡山県,5,14,国庫支出金,88371989
5693,2010,340006,広島県,5,14,国庫支出金,136373317
5694,2010,350001,山口県,5,14,国庫支出金,98889887
5695,2010,360007,徳島県,5,14,国庫支出金,71346881
5696,2010,370002,香川県,5,14,国庫支出金,51754813
5697,2010,380008,愛媛県,5,14,国庫支出金,87258452
5698,2010,390003,高知県,5,14,国庫支出金,74938431
5699,2010,400009,福岡県,5,14,国庫支出金,231046883
5700,2010,410004,佐賀県,5,14,国庫支出金,73698845
5701,2010,420000,長崎県,5,14,国庫支出金,128032819
5702,2010,430005,熊本県,5,14,国庫支出金,185255517
5703,2010,440001,大分県,5,14,国庫支出金,94225766
5704,2010,450006,宮崎県,5,14,国庫支出金,122301878
5705,2010,460001,鹿児島県,5,14,国庫支出金,156951919
5706,2010,470007,沖縄県,5,14,国庫支出金,177015873
5707,2010,合計(全国),,5,14,国庫支出金,6253206823
5708,2010,10006,北海道,5,27,（歳入合計）,2494951065
5709,2010,20001,青森県,5,27,（歳入合計）,727363039
5710,2010,30007,岩手県,5,27,（歳入合計）,716459612
5711,2010,40002,宮城県,5,27,（歳入合計）,822406585
5712,2010,50008,秋田県,5,27,（歳入合計）,646735271
5713,2010,60003,山形県,5,27,（歳入合計）,578621260
5714,2010,70009,福島県,5,27,（歳入合計）,835699506
5715,2010,80004,茨城県,5,27,（歳入合計）,1032220119
5716,2010,90000,栃木県,5,27,（歳入合計）,771555865
5717,2010,100005,群馬県,5,27,（歳入合計）,789252100
5718,2010,110001,埼玉県,5,27,（歳入合計）,1579294467
5719,2010,120006,千葉県,5,27,（歳入合計）,1538103069
5720,2010,130001,東京都,5,27,（歳入合計）,5087116854
5721,2010,140007,神奈川県,5,27,（歳入合計）,1759607435
5722,2010,150002,新潟県,5,27,（歳入合計）,1069865850
5723,2010,160008,富山県,5,27,（歳入合計）,562266571
5724,2010,170003,石川県,5,27,（歳入合計）,528820259
5725,2010,180009,福井県,5,27,（歳入合計）,494366918
5726,2010,190004,山梨県,5,27,（歳入合計）,488554082
5727,2010,200000,長野県,5,27,（歳入合計）,856369011
5728,2010,210005,岐阜県,5,27,（歳入合計）,743173214
5729,2010,220001,静岡県,5,27,（歳入合計）,1081203507
5730,2010,230006,愛知県,5,27,（歳入合計）,2054420198
5731,2010,240001,三重県,5,27,（歳入合計）,675439000
5732,2010,250007,滋賀県,5,27,（歳入合計）,503896654
5733,2010,260002,京都府,5,27,（歳入合計）,856393166
5734,2010,270008,大阪府,5,27,（歳入合計）,3551832852
5735,2010,280003,兵庫県,5,27,（歳入合計）,2162112457
5736,2010,290009,奈良県,5,27,（歳入合計）,466398370
5737,2010,300004,和歌山県,5,27,（歳入合計）,539938009
5738,2010,310000,鳥取県,5,27,（歳入合計）,364636913
5739,2010,320005,島根県,5,27,（歳入合計）,558960345
5740,2010,330001,岡山県,5,27,（歳入合計）,700957807
5741,2010,340006,広島県,5,27,（歳入合計）,921782447
5742,2010,350001,山口県,5,27,（歳入合計）,691612187
5743,2010,360007,徳島県,5,27,（歳入合計）,485512627
5744,2010,370002,香川県,5,27,（歳入合計）,427941752
5745,2010,380008,愛媛県,5,27,（歳入合計）,614834456
5746,2010,390003,高知県,5,27,（歳入合計）,442571731
5747,2010,400009,福岡県,5,27,（歳入合計）,1540322243
5748,2010,410004,佐賀県,5,27,（歳入合計）,461165454
5749,2010,420000,長崎県,5,27,（歳入合計）,702154192
5750,2010,430005,熊本県,5,27,（歳入合計）,815668049
5751,2010,440001,大分県,5,27,（歳入合計）,578841694
5752,2010,450006,宮崎県,5,27,（歳入合計）,749758209
5753,2010,460001,鹿児島県,5,27,（歳入合計）,802824499
5754,2010,470007,沖縄県,5,27,（歳入合計）,634653129
5755,2010,合計(全国),,5,27,（歳入合計）,47508634099
5756,2001,10006,北海道,5,1,地方税,493498504
5757,2001,20001,青森県,5,1,地方税,122955574
5758,2001,30007,岩手県,5,1,地方税,114947509
5759,2001,40002,宮城県,5,1,地方税,223635038
5760,2001,50008,秋田県,5,1,地方税,93913515
